customer_id,screening_date,screening_result,list_reference
C7794,2024-07-28,No Hit,EU
C7795,2024-07-28,No Hit,HMT
C7796,2025-04-14,No Hit,EU
C7797,2025-04-14,No Hit,EU
C7798,2025-04-14,No Hit,EU
C7799,2025-08-12,No Hit,UN
C7800,2025-04-14,No Hit,UN
C7801,2024-07-28,No Hit,OFAC
C7802,2025-04-14,No Hit,EU
C7803,2024-07-28,No Hit,EU
C7804,2024-07-28,No Hit,OFAC
C7805,2024-07-28,No Hit,HMT
C7806,2024-07-28,No Hit,UN
C7807,2024-07-28,No Hit,UN
C7808,2024-07-28,No Hit,OFAC
C7809,2024-07-28,No Hit,OFAC
C7810,2024-07-28,No Hit,EU
C7811,2025-04-14,No Hit,UN
C7812,2024-07-28,No Hit,HMT
C7813,2024-07-28,No Hit,EU
C7814,2024-07-28,No Hit,EU
C7815,2025-08-12,No Hit,OFAC
C7816,2024-07-28,No Hit,OFAC
C7817,2024-07-28,No Hit,UN
C7818,2024-07-28,No Hit,UN
C7819,2024-07-28,No Hit,OFAC
C7820,2024-07-28,No Hit,EU
C7821,2024-07-28,No Hit,OFAC
C7822,2025-08-12,No Hit,EU
C7823,2025-04-14,No Hit,HMT
C7824,2025-08-12,No Hit,HMT
C7825,2024-07-28,No Hit,EU
C7826,2024-07-28,No Hit,HMT
C7827,2025-08-12,No Hit,OFAC
C7828,2024-07-28,No Hit,HMT
C7829,2025-04-14,No Hit,OFAC
C7830,2024-07-28,No Hit,OFAC
C7831,2024-07-28,No Hit,EU
C7832,2024-07-28,No Hit,OFAC
C7833,2025-04-14,No Hit,EU
C7834,2024-07-28,No Hit,UN
C7835,2024-07-28,No Hit,EU
C7836,2025-04-14,No Hit,EU
C7837,2025-04-14,No Hit,EU
C7838,2024-07-28,No Hit,UN
C7839,2025-08-12,No Hit,EU
C7840,2024-07-28,No Hit,OFAC
C7841,2025-04-14,No Hit,OFAC
C7842,2025-04-14,No Hit,OFAC
C7843,2024-07-28,No Hit,HMT
C7844,2024-07-28,No Hit,HMT
C7845,2025-08-12,No Hit,UN
C7846,2024-07-28,No Hit,HMT
C7847,2025-04-14,No Hit,OFAC
C7848,2025-08-12,No Hit,HMT
C7849,2024-07-28,No Hit,EU
C7850,2024-07-28,No Hit,HMT
C7851,2024-07-28,No Hit,HMT
C7852,2024-07-28,No Hit,OFAC
C7853,2025-08-12,No Hit,HMT
C7854,2025-04-14,No Hit,OFAC
C7855,2025-08-12,No Hit,HMT
C7856,2024-07-28,No Hit,HMT
C7857,2025-04-14,No Hit,UN
C7858,2025-04-14,No Hit,EU
C7859,2024-07-28,No Hit,EU
C7860,2025-04-14,No Hit,OFAC
C7861,2024-07-28,No Hit,HMT
C7862,2024-07-28,No Hit,UN
C7863,2024-07-28,No Hit,OFAC
C7864,2024-07-28,No Hit,UN
C7865,2025-04-14,No Hit,UN
C7866,2025-08-12,No Hit,EU
C7867,2024-07-28,No Hit,OFAC
C7868,2025-08-12,No Hit,OFAC
C7869,2025-04-14,No Hit,OFAC
C7870,2024-07-28,No Hit,OFAC
C7871,2025-04-14,No Hit,HMT
C7872,2025-04-14,No Hit,UN
C7873,2024-07-28,No Hit,EU
C7874,2024-07-28,No Hit,OFAC
C7875,2025-08-12,No Hit,EU
C7876,2024-07-28,No Hit,EU
C7877,2024-07-28,No Hit,EU
C7878,2024-07-28,No Hit,OFAC
C7879,2024-07-28,No Hit,HMT
C7880,2025-04-14,No Hit,OFAC
C7881,2025-04-14,No Hit,UN
C7882,2025-04-14,No Hit,UN
C7883,2024-07-28,No Hit,EU
C7884,2025-08-12,No Hit,UN
C7885,2024-07-28,No Hit,UN
C7886,2024-07-28,No Hit,HMT
C7887,2024-07-28,No Hit,UN
C7888,2024-07-28,No Hit,EU
C7889,2025-04-14,No Hit,HMT
C7890,2024-07-28,No Hit,HMT
C7891,2024-07-28,No Hit,UN
C7892,2025-04-14,No Hit,UN
C7893,2025-04-14,No Hit,UN
C7894,2024-07-28,No Hit,EU
C7895,2024-07-28,No Hit,EU
C7896,2025-08-12,No Hit,EU
C7897,2025-04-14,No Hit,OFAC
C7898,2024-07-28,No Hit,OFAC
C7899,2025-04-14,No Hit,OFAC
C7900,2024-07-28,No Hit,HMT
C7901,2025-08-12,No Hit,OFAC
C7902,2024-07-28,No Hit,HMT
C7903,2024-07-28,No Hit,OFAC
C7904,2024-07-28,No Hit,EU
C7905,2025-04-14,No Hit,OFAC
C7906,2024-07-28,No Hit,UN
C7907,2025-04-14,No Hit,OFAC
C7908,2024-07-28,No Hit,UN
C7909,2024-07-28,No Hit,HMT
C7910,2024-07-28,No Hit,EU
C7911,2024-07-28,No Hit,OFAC
C7912,2025-04-14,No Hit,EU
C7913,2024-07-28,No Hit,OFAC
C7914,2024-07-28,No Hit,EU
C7915,2025-04-14,No Hit,OFAC
C7916,2024-07-28,No Hit,UN
C7917,2025-04-14,No Hit,EU
C7918,2024-07-28,No Hit,UN
C7919,2025-04-14,No Hit,EU
C7920,2024-07-28,No Hit,EU
C7921,2024-07-28,No Hit,OFAC
C7922,2025-04-14,No Hit,EU
C7923,2025-08-12,No Hit,UN
C7924,2025-08-12,No Hit,HMT
C7925,2024-07-28,No Hit,OFAC
C7926,2025-08-12,No Hit,UN
C7927,2025-04-14,No Hit,EU
C7928,2025-04-14,No Hit,EU
C7929,2024-07-28,No Hit,OFAC
C7930,2024-07-28,No Hit,EU
C7931,2024-07-28,No Hit,OFAC
C7932,2024-07-28,No Hit,OFAC
C7933,2024-07-28,No Hit,HMT
C7934,2025-04-14,No Hit,HMT
C7935,2025-08-12,No Hit,EU
C7936,2025-08-12,No Hit,OFAC
C7937,2024-07-28,No Hit,EU
C7938,2024-07-28,No Hit,HMT
C7939,2024-07-28,No Hit,OFAC
C7940,2025-08-12,No Hit,OFAC
C7941,2024-07-28,No Hit,EU
C7942,2024-07-28,No Hit,OFAC
C7943,2024-07-28,No Hit,HMT
C7944,2024-07-28,No Hit,HMT
C7945,2025-04-14,No Hit,OFAC
C7946,2024-07-28,No Hit,OFAC
C7947,2024-07-28,No Hit,EU
C7948,2024-07-28,No Hit,EU
C7949,2025-04-14,No Hit,HMT
C7950,2024-07-28,No Hit,HMT
C7951,2024-07-28,No Hit,OFAC
C7952,2024-07-28,No Hit,EU
C7953,2024-07-28,No Hit,OFAC
C7954,2025-04-14,No Hit,HMT
C7955,2024-07-28,No Hit,UN
C7956,2025-04-14,No Hit,UN
C7957,2024-07-28,No Hit,HMT
C7958,2025-04-14,No Hit,OFAC
C7959,2024-07-28,No Hit,HMT
C7960,2025-04-14,No Hit,UN
C7961,2024-07-28,No Hit,EU
C7962,2025-08-12,No Hit,UN
C7963,2025-08-12,No Hit,UN
C7964,2025-04-14,No Hit,UN
C7965,2025-04-14,No Hit,OFAC
C7966,2025-04-14,No Hit,EU
C7967,2025-04-14,No Hit,OFAC
C7968,2024-07-28,No Hit,OFAC
C7969,2024-07-28,No Hit,HMT
C7970,2025-08-12,No Hit,OFAC
C7971,2024-07-28,No Hit,HMT
C7972,2025-08-12,No Hit,EU
C7973,2025-08-12,No Hit,EU
C7974,2024-07-28,No Hit,HMT
C7975,2025-08-12,No Hit,UN
C7976,2025-04-14,No Hit,EU
C7977,2024-07-28,No Hit,HMT
C7978,2024-07-28,No Hit,EU
C7979,2025-04-14,No Hit,OFAC
C7980,2025-08-12,No Hit,OFAC
C7981,2024-07-28,No Hit,UN
C7982,2025-04-14,No Hit,EU
C7983,2024-07-28,No Hit,UN
C7984,2025-04-14,No Hit,OFAC
C7985,2025-08-12,No Hit,HMT
C7986,2024-07-28,No Hit,OFAC
C7987,2024-07-28,No Hit,HMT
C7988,2025-04-14,No Hit,OFAC
C7989,2025-04-14,No Hit,OFAC
C7990,2025-08-12,No Hit,OFAC
C7991,2024-07-28,No Hit,EU
C7992,2025-04-14,No Hit,HMT
C7993,2024-07-28,No Hit,UN
C7994,2024-07-28,No Hit,EU
C7995,2024-07-28,No Hit,HMT
C7996,2024-07-28,No Hit,UN
C7997,2024-07-28,No Hit,OFAC
C7998,2024-07-28,No Hit,UN
C7999,2024-07-28,No Hit,UN
C8000,2025-04-14,No Hit,HMT
C8001,2025-04-14,No Hit,HMT
C8002,2025-04-14,No Hit,EU
C8003,2025-04-14,No Hit,EU
C8004,2024-07-28,No Hit,OFAC
C8005,2024-07-28,No Hit,UN
C8006,2025-04-14,No Hit,EU
C8007,2025-04-14,No Hit,EU
C8008,2024-07-28,No Hit,EU
C8009,2025-04-14,No Hit,OFAC
C8010,2024-07-28,No Hit,HMT
C8011,2025-04-14,No Hit,UN
C8012,2024-07-28,No Hit,EU
C8013,2024-07-28,No Hit,UN
C8014,2024-07-28,No Hit,EU
C8015,2025-04-14,No Hit,OFAC
C8016,2025-08-12,No Hit,HMT
C8017,2025-04-14,No Hit,HMT
C8018,2025-04-14,No Hit,HMT
C8019,2024-07-28,No Hit,UN
C8020,2024-07-28,No Hit,OFAC
C8021,2024-07-28,No Hit,EU
C8022,2024-07-28,No Hit,HMT
C8023,2024-07-28,No Hit,EU
C8024,2025-08-12,No Hit,EU
C8025,2024-07-28,No Hit,OFAC
C8026,2025-04-14,No Hit,EU
C8027,2025-08-12,No Hit,EU
C8028,2024-07-28,No Hit,EU
C8029,2024-07-28,No Hit,UN
C8030,2024-07-28,No Hit,UN
C8031,2024-07-28,No Hit,HMT
C8032,2025-04-14,No Hit,EU
C8033,2025-04-14,No Hit,EU
C8034,2024-07-28,No Hit,OFAC
C8035,2025-04-14,No Hit,HMT
C8036,2025-08-12,No Hit,UN
C8037,2024-07-28,No Hit,EU
C8038,2025-04-14,No Hit,EU
C8039,2024-07-28,No Hit,UN
C8040,2025-04-14,No Hit,HMT
C8041,2024-07-28,No Hit,HMT
C8042,2024-07-28,No Hit,HMT
C8043,2024-07-28,No Hit,EU
C8044,2024-07-28,No Hit,OFAC
C8045,2024-07-28,No Hit,OFAC
C8046,2024-07-28,No Hit,OFAC
C8047,2024-07-28,No Hit,HMT
C8048,2024-07-28,No Hit,EU
C8049,2024-07-28,No Hit,UN
C8050,2024-07-28,No Hit,UN
C8051,2025-04-14,No Hit,UN
C8052,2025-08-12,No Hit,HMT
C8053,2024-07-28,No Hit,EU
C8054,2025-04-14,No Hit,HMT
C8055,2024-07-28,No Hit,UN
C8056,2024-07-28,No Hit,HMT
C8057,2025-04-14,No Hit,UN
C8058,2025-04-14,No Hit,HMT
C8059,2025-04-14,No Hit,HMT
C8060,2024-07-28,No Hit,EU
C8061,2025-04-14,No Hit,HMT
C8062,2024-07-28,No Hit,HMT
C8063,2024-07-28,No Hit,OFAC
C8064,2024-07-28,No Hit,UN
C8065,2025-08-12,No Hit,OFAC
C8066,2024-07-28,No Hit,HMT
C8067,2024-07-28,No Hit,HMT
C8068,2024-07-28,No Hit,EU
C8069,2025-08-12,No Hit,OFAC
C8070,2024-07-28,No Hit,EU
C8071,2024-07-28,No Hit,EU
C8072,2024-07-28,No Hit,UN
C8073,2024-07-28,No Hit,OFAC
C8074,2024-07-28,No Hit,HMT
C8075,2024-07-28,No Hit,EU
C8076,2024-07-28,No Hit,UN
C8077,2024-07-28,No Hit,UN
C8078,2024-07-28,No Hit,UN
C8079,2024-07-28,No Hit,HMT
C8080,2024-07-28,No Hit,HMT
C8081,2025-04-14,No Hit,UN
C8082,2025-04-14,No Hit,HMT
C8083,2025-04-14,No Hit,OFAC
C8084,2024-07-28,No Hit,HMT
C8085,2024-07-28,No Hit,OFAC
C8086,2024-07-28,No Hit,HMT
C8087,2025-08-12,No Hit,UN
C8088,2024-07-28,No Hit,EU
C8089,2024-07-28,No Hit,HMT
C8090,2024-07-28,No Hit,UN
C8091,2024-07-28,No Hit,HMT
C8092,2024-07-28,No Hit,HMT
C8093,2025-08-12,No Hit,UN
C8094,2025-08-12,No Hit,OFAC
C8095,2024-07-28,No Hit,UN
C8096,2024-07-28,No Hit,HMT
C8097,2025-04-14,No Hit,HMT
C8098,2025-04-14,No Hit,UN
C8099,2024-07-28,No Hit,HMT
C8100,2024-07-28,No Hit,HMT
C8101,2025-04-14,No Hit,UN
C8102,2024-07-28,No Hit,EU
C8103,2024-07-28,No Hit,UN
C8104,2025-04-14,No Hit,EU
C8105,2025-04-14,No Hit,OFAC
C8106,2024-07-28,No Hit,HMT
C8107,2024-07-28,No Hit,EU
C8108,2024-07-28,No Hit,HMT
C8109,2025-04-14,No Hit,EU
C8110,2024-07-28,No Hit,UN
C8111,2025-08-12,No Hit,EU
C8112,2025-08-12,No Hit,OFAC
C8113,2024-07-28,No Hit,UN
C8114,2025-04-14,No Hit,OFAC
C8115,2024-07-28,No Hit,UN
C8116,2024-07-28,No Hit,HMT
C8117,2024-07-28,No Hit,OFAC
C8118,2024-07-28,No Hit,HMT
C8119,2025-04-14,No Hit,HMT
C8120,2025-08-12,No Hit,EU
C8121,2025-04-14,No Hit,HMT
C8122,2024-07-28,No Hit,EU
C8123,2025-04-14,No Hit,OFAC
C8124,2024-07-28,No Hit,EU
C8125,2024-07-28,No Hit,OFAC
C8126,2024-07-28,No Hit,HMT
C8127,2024-07-28,No Hit,OFAC
C8128,2025-08-12,No Hit,EU
C8129,2025-04-14,No Hit,OFAC
C8130,2025-04-14,No Hit,HMT
C8131,2025-04-14,No Hit,UN
C8132,2024-07-28,No Hit,EU
C8133,2025-04-14,No Hit,EU
C8134,2024-07-28,No Hit,HMT
C8135,2025-04-14,No Hit,OFAC
C8136,2024-07-28,No Hit,HMT
C8137,2025-04-14,No Hit,OFAC
C8138,2024-07-28,No Hit,OFAC
C8139,2024-07-28,No Hit,UN
C8140,2024-07-28,No Hit,EU
C8141,2025-04-14,No Hit,EU
C8142,2024-07-28,No Hit,EU
C8143,2024-07-28,No Hit,OFAC
C8144,2024-07-28,No Hit,EU
C8145,2025-04-14,No Hit,UN
C8146,2024-07-28,No Hit,UN
C8147,2024-07-28,No Hit,HMT
C8148,2025-04-14,No Hit,HMT
C8149,2025-08-12,No Hit,OFAC
C8150,2024-07-28,No Hit,HMT
C8151,2025-04-14,No Hit,OFAC
C8152,2025-08-12,No Hit,UN
C8153,2024-07-28,No Hit,HMT
C8154,2024-07-28,No Hit,UN
C8155,2025-04-14,No Hit,UN
C8156,2025-04-14,No Hit,OFAC
C8157,2024-07-28,No Hit,EU
C8158,2024-07-28,No Hit,UN
C8159,2024-07-28,No Hit,UN
C8160,2025-04-14,No Hit,HMT
C8161,2025-04-14,No Hit,HMT
C8162,2025-04-14,No Hit,OFAC
C8163,2025-08-12,No Hit,HMT
C8164,2024-07-28,No Hit,HMT
C8165,2025-08-12,No Hit,EU
C8166,2025-08-12,No Hit,OFAC
C8167,2024-07-28,No Hit,UN
C8168,2024-07-28,No Hit,HMT
C8169,2024-07-28,No Hit,EU
C8170,2024-07-28,No Hit,EU
C8171,2024-07-28,No Hit,HMT
C8172,2025-04-14,No Hit,HMT
C8173,2024-07-28,No Hit,OFAC
C8174,2024-07-28,No Hit,UN
C8175,2024-07-28,No Hit,EU
C8176,2024-07-28,No Hit,EU
C8177,2025-08-12,No Hit,OFAC
C8178,2024-07-28,No Hit,EU
C8179,2025-08-12,No Hit,OFAC
C8180,2025-08-12,No Hit,OFAC
C8181,2024-07-28,No Hit,EU
C8182,2024-07-28,No Hit,HMT
C8183,2025-04-14,No Hit,OFAC
C8184,2024-07-28,No Hit,OFAC
C8185,2025-08-12,No Hit,EU
C8186,2025-08-12,No Hit,UN
C8187,2024-07-28,No Hit,HMT
C8188,2024-07-28,No Hit,EU
C8189,2024-07-28,No Hit,OFAC
C8190,2025-04-14,No Hit,HMT
C8191,2025-04-14,No Hit,HMT
C8192,2025-08-12,No Hit,OFAC
C8193,2024-07-28,No Hit,EU
C8194,2025-04-14,No Hit,HMT
C8195,2025-08-12,No Hit,HMT
C8196,2024-07-28,No Hit,EU
C8197,2024-07-28,No Hit,OFAC
C8198,2024-07-28,No Hit,OFAC
C8199,2025-04-14,No Hit,UN
C8200,2025-04-14,No Hit,UN
C8201,2024-07-28,No Hit,OFAC
C8202,2025-08-12,No Hit,HMT
C8203,2025-08-12,No Hit,OFAC
C8204,2024-07-28,No Hit,HMT
C8205,2024-07-28,No Hit,EU
C8206,2024-07-28,No Hit,EU
C8207,2024-07-28,No Hit,HMT
C8208,2025-04-14,No Hit,UN
C8209,2024-07-28,No Hit,HMT
C8210,2024-07-28,No Hit,HMT
C8211,2024-07-28,No Hit,HMT
C8212,2024-07-28,No Hit,EU
C8213,2024-07-28,No Hit,HMT
C8214,2025-08-12,No Hit,HMT
C8215,2024-07-28,No Hit,HMT
C8216,2024-07-28,No Hit,HMT
C8217,2024-07-28,No Hit,OFAC
C8218,2024-07-28,No Hit,UN
C8219,2024-07-28,No Hit,HMT
C8220,2025-08-12,No Hit,UN
C8221,2024-11-25,No Hit,UN
C8222,2024-11-25,No Hit,OFAC
C8223,2024-11-25,No Hit,OFAC
C8224,2025-08-12,No Hit,EU
C8225,2024-11-25,No Hit,UN
C8226,2024-11-25,No Hit,UN
C8227,2024-11-25,No Hit,HMT
C8228,2024-11-25,No Hit,HMT
C8229,2024-11-25,No Hit,UN
C8230,2025-08-12,No Hit,HMT
C8231,2024-11-25,No Hit,OFAC
C8232,2024-11-25,No Hit,OFAC
C8233,2025-08-12,No Hit,HMT
C8234,2024-11-25,No Hit,UN
C8235,2024-11-25,No Hit,UN
C8236,2024-11-25,No Hit,OFAC
C8237,2024-11-25,No Hit,UN
C8238,2025-12-10,No Hit,UN
C8239,2024-11-25,No Hit,OFAC
C8240,2024-11-25,No Hit,EU
C8241,2024-11-25,No Hit,UN
C8242,2025-12-10,No Hit,EU
C8243,2025-12-10,No Hit,HMT
C8244,2024-11-25,No Hit,EU
C8245,2024-11-25,No Hit,HMT
C8246,2024-11-25,No Hit,UN
C8247,2024-11-25,No Hit,UN
C8248,2024-11-25,No Hit,UN
C8249,2025-08-12,No Hit,HMT
C8250,2024-11-25,No Hit,EU
C8251,2025-08-12,No Hit,HMT
C8252,2024-11-25,No Hit,EU
C8253,2024-11-25,No Hit,OFAC
C8254,2024-11-25,No Hit,UN
C8255,2024-11-25,No Hit,OFAC
C8256,2025-08-12,No Hit,OFAC
C8257,2024-11-25,No Hit,HMT
C8258,2024-11-25,No Hit,EU
C8259,2025-08-12,No Hit,HMT
C8260,2025-08-12,No Hit,OFAC
C8261,2025-08-12,No Hit,EU
C8262,2024-11-25,No Hit,OFAC
C8263,2025-12-10,No Hit,UN
C8264,2024-11-25,No Hit,HMT
C8265,2024-11-25,No Hit,UN
C8266,2025-12-10,No Hit,EU
C8267,2024-11-25,No Hit,EU
C8268,2024-11-25,No Hit,HMT
C8269,2025-08-12,No Hit,HMT
C8270,2025-08-12,No Hit,UN
C8271,2025-12-10,No Hit,UN
C8272,2025-08-12,No Hit,UN
C8273,2025-08-12,No Hit,OFAC
C8274,2025-08-12,No Hit,EU
C8275,2025-12-10,No Hit,HMT
C8276,2024-11-25,No Hit,UN
C8277,2025-12-10,No Hit,HMT
C8278,2024-11-25,No Hit,OFAC
C8279,2024-11-25,No Hit,EU
C8280,2024-11-25,No Hit,UN
C8281,2024-11-25,No Hit,EU
C8282,2024-11-25,No Hit,HMT
C8283,2025-08-12,No Hit,OFAC
C8284,2024-11-25,No Hit,UN
C8285,2024-11-25,No Hit,UN
C8286,2024-11-25,No Hit,HMT
C8287,2024-11-25,No Hit,OFAC
C8288,2025-08-12,No Hit,EU
C8289,2024-11-25,No Hit,HMT
C8290,2025-12-10,No Hit,UN
C8291,2024-11-25,No Hit,HMT
C8292,2024-11-25,No Hit,OFAC
C8293,2024-11-25,No Hit,OFAC
C8294,2024-11-25,No Hit,OFAC
C8295,2025-08-12,No Hit,OFAC
C8296,2025-08-12,No Hit,HMT
C8297,2024-11-25,No Hit,UN
C8298,2024-11-25,No Hit,EU
C8299,2025-08-12,No Hit,HMT
C8300,2024-11-25,No Hit,OFAC
C8301,2024-11-25,No Hit,EU
C8302,2025-12-10,No Hit,HMT
C8303,2025-12-10,No Hit,OFAC
C8304,2024-11-25,No Hit,UN
C8305,2025-08-12,No Hit,EU
C8306,2025-12-10,No Hit,UN
C8307,2024-11-25,No Hit,HMT
C8308,2024-11-25,No Hit,OFAC
C8309,2024-11-25,No Hit,HMT
C8310,2025-12-10,No Hit,HMT
C8311,2024-11-25,No Hit,UN
C8312,2024-11-25,No Hit,OFAC
C8313,2025-12-10,No Hit,UN
C8314,2024-11-25,No Hit,EU
C8315,2025-08-12,No Hit,OFAC
C8316,2024-11-25,No Hit,OFAC
C8317,2024-11-25,No Hit,EU
C8318,2025-08-12,No Hit,OFAC
C8319,2024-11-25,No Hit,OFAC
C8320,2025-08-12,No Hit,UN
C8321,2024-11-25,No Hit,UN
C8322,2024-11-25,No Hit,EU
C8323,2024-11-25,No Hit,OFAC
C8324,2025-08-12,No Hit,OFAC
C8325,2024-11-25,No Hit,HMT
C8326,2024-11-25,No Hit,HMT
C8327,2025-08-12,No Hit,EU
C8328,2025-08-12,No Hit,EU
C8329,2025-08-12,No Hit,UN
C8330,2024-11-25,No Hit,EU
C8331,2025-08-12,No Hit,UN
C8332,2025-12-10,No Hit,UN
C8333,2024-11-25,No Hit,HMT
C8334,2024-11-25,No Hit,UN
C8335,2024-11-25,No Hit,EU
C8336,2024-11-25,No Hit,EU
C8337,2025-08-12,No Hit,OFAC
C8338,2024-11-25,No Hit,OFAC
C8339,2024-11-25,No Hit,UN
C8340,2024-11-25,No Hit,EU
C8341,2024-11-25,No Hit,OFAC
C8342,2024-11-25,No Hit,EU
C8343,2025-08-12,No Hit,UN
C8344,2024-11-25,No Hit,EU
C8345,2025-08-12,No Hit,EU
C8346,2025-12-10,No Hit,OFAC
C8347,2025-08-12,No Hit,UN
C8348,2024-11-25,No Hit,EU
C8349,2024-11-25,No Hit,HMT
C8350,2025-08-12,No Hit,EU
C8351,2025-12-10,No Hit,OFAC
C8352,2024-11-25,No Hit,HMT
C8353,2025-08-12,No Hit,OFAC
C8354,2024-11-25,No Hit,UN
C8355,2024-11-25,No Hit,OFAC
C8356,2024-11-25,No Hit,EU
C8357,2024-11-25,No Hit,HMT
C8358,2024-11-25,No Hit,EU
C8359,2025-08-12,No Hit,HMT
C8360,2025-08-12,No Hit,EU
C8361,2025-08-12,No Hit,HMT
C8362,2025-08-12,No Hit,HMT
C8363,2024-11-25,No Hit,UN
C8364,2025-12-10,No Hit,EU
C8365,2025-08-12,No Hit,OFAC
C8366,2024-11-25,No Hit,HMT
C8367,2024-11-25,No Hit,EU
C8368,2024-11-25,No Hit,HMT
C8369,2024-11-25,No Hit,OFAC
C8370,2024-11-25,No Hit,UN
C8371,2024-11-25,No Hit,HMT
C8372,2024-11-25,No Hit,EU
C8373,2025-08-12,No Hit,HMT
C8374,2024-11-25,No Hit,HMT
C8375,2025-08-12,No Hit,EU
C8376,2024-11-25,No Hit,EU
C8377,2025-12-10,No Hit,OFAC
C8378,2024-11-25,No Hit,UN
C8379,2024-11-25,No Hit,OFAC
C8380,2024-11-25,No Hit,OFAC
C8381,2024-11-25,No Hit,EU
C8382,2025-08-12,No Hit,HMT
C8383,2024-11-25,No Hit,EU
C8384,2024-11-25,No Hit,UN
C8385,2024-11-25,No Hit,EU
C8386,2024-11-25,No Hit,OFAC
C8387,2024-11-25,No Hit,EU
C8388,2024-11-25,No Hit,EU
C8389,2025-08-12,No Hit,HMT
C8390,2024-11-25,No Hit,OFAC
C8391,2025-08-12,No Hit,UN
C8392,2025-08-12,No Hit,OFAC
C8393,2025-12-10,No Hit,UN
C8394,2024-11-25,No Hit,EU
C8395,2025-08-12,No Hit,HMT
C8396,2024-11-25,No Hit,OFAC
C8397,2024-11-25,No Hit,OFAC
C8398,2025-08-12,No Hit,UN
C8399,2025-12-10,No Hit,OFAC
C8400,2024-11-25,No Hit,EU
C8401,2024-11-25,No Hit,HMT
C8402,2025-08-12,No Hit,UN
C8403,2025-08-12,No Hit,UN
C8404,2024-11-25,No Hit,OFAC
C8405,2024-11-25,No Hit,OFAC
C8406,2024-11-25,No Hit,EU
C8407,2024-11-25,No Hit,OFAC
C8408,2024-11-25,No Hit,HMT
C8409,2025-12-10,No Hit,HMT
C8410,2024-11-25,No Hit,UN
C8411,2025-08-12,No Hit,EU
C8412,2025-08-12,No Hit,HMT
C8413,2024-11-25,No Hit,UN
C8414,2024-11-25,No Hit,EU
C8415,2024-11-25,No Hit,UN
C8416,2024-11-25,No Hit,OFAC
C8417,2024-11-25,No Hit,HMT
C8418,2024-11-25,No Hit,HMT
C8419,2025-08-12,No Hit,OFAC
C8420,2024-11-25,No Hit,OFAC
C8421,2024-11-25,No Hit,EU
C8422,2025-08-12,No Hit,UN
C8423,2024-11-25,No Hit,OFAC
C8424,2024-11-25,No Hit,UN
C8425,2024-11-25,No Hit,UN
C8426,2025-08-12,No Hit,UN
C8427,2024-11-25,No Hit,UN
C8428,2024-11-25,No Hit,EU
C8429,2025-08-12,No Hit,OFAC
C8430,2024-11-25,No Hit,EU
C8431,2024-11-25,No Hit,EU
C8432,2024-11-25,No Hit,HMT
C8433,2024-11-25,No Hit,HMT
C8434,2024-11-25,No Hit,OFAC
C8435,2024-11-25,No Hit,HMT
C8436,2024-11-25,No Hit,UN
C8437,2024-11-25,No Hit,HMT
C8438,2024-11-25,No Hit,UN
C8439,2025-12-10,No Hit,OFAC
C8440,2024-11-25,No Hit,EU
C8441,2024-11-25,No Hit,UN
C8442,2024-11-25,No Hit,UN
C8443,2024-11-25,No Hit,HMT
C8444,2025-12-10,No Hit,OFAC
C8445,2024-11-25,No Hit,EU
C8446,2025-12-10,No Hit,HMT
C8447,2025-12-10,No Hit,HMT
C8448,2024-11-25,No Hit,UN
C8449,2024-11-25,No Hit,EU
C8450,2025-12-10,No Hit,EU
C8451,2025-08-12,No Hit,OFAC
C8452,2025-12-10,No Hit,EU
C8453,2025-12-10,No Hit,OFAC
C8454,2025-12-10,No Hit,OFAC
C8455,2024-11-25,No Hit,OFAC
C8456,2025-12-10,No Hit,OFAC
C8457,2024-11-25,No Hit,UN
C8458,2024-11-25,No Hit,UN
C8459,2025-12-10,No Hit,UN
C8460,2025-12-10,No Hit,EU
C8461,2024-11-25,No Hit,EU
C8462,2024-11-25,No Hit,HMT
C8463,2025-08-12,No Hit,OFAC
C8464,2025-08-12,No Hit,HMT
C8465,2025-12-10,No Hit,OFAC
C8466,2024-11-25,No Hit,OFAC
C8467,2025-08-12,No Hit,HMT
C8468,2024-11-25,No Hit,UN
C8469,2024-11-25,No Hit,OFAC
C8470,2024-11-25,No Hit,OFAC
C8471,2025-08-12,No Hit,UN
C8472,2024-11-25,No Hit,OFAC
C8473,2024-11-25,No Hit,OFAC
C8474,2025-12-10,No Hit,EU
C8475,2025-12-10,No Hit,EU
C8476,2025-12-10,No Hit,HMT
C8477,2024-11-25,No Hit,UN
C8478,2025-08-12,No Hit,OFAC
C8479,2024-11-25,No Hit,HMT
C8480,2024-11-25,No Hit,HMT
C8481,2024-11-25,No Hit,OFAC
C8482,2024-11-25,No Hit,UN
C8483,2024-11-25,No Hit,OFAC
C8484,2024-11-25,No Hit,HMT
C8485,2025-12-10,No Hit,OFAC
C8486,2025-12-10,No Hit,EU
C8487,2024-11-25,No Hit,EU
C8488,2024-11-25,No Hit,HMT
C8489,2024-11-25,No Hit,HMT
C8490,2024-11-25,No Hit,EU
C8491,2025-12-10,No Hit,HMT
C8492,2024-11-25,No Hit,EU
C8493,2024-11-25,No Hit,UN
C8494,2025-12-10,No Hit,UN
C8495,2024-11-25,No Hit,OFAC
C8496,2025-12-10,No Hit,EU
C8497,2024-11-25,No Hit,HMT
C8498,2025-08-12,No Hit,EU
C8499,2024-11-25,No Hit,UN
